nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape
곰 의상,9629,bear costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear2.png,1700,425,Able Sisters,Available from Able Sisters shop only,Pink,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear2.png,All Year,Cute,fairy tale; party; theatrical,Pink,Overall,L
곰 의상,9630,bear costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear3.png,1700,425,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear3.png,All Year,Cute,fairy tale; party; theatrical,Blue,Overall,L
우즈베키스탄풍 옷,10906,bekasab robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek0.png,All Year,Gorgeous,everyday; formal,Red,A-long,L
우즈베키스탄풍 옷,11995,bekasab robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek1.png,All Year,Gorgeous,everyday; formal,Blue,A-long,L
우즈베키스탄풍 옷,11996,bekasab robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Orange,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek2.png,All Year,Gorgeous,everyday; formal,Camel,A-long,L
우즈베키스탄풍 옷,11997,bekasab robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Purple,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek3.png,All Year,Gorgeous,everyday; formal,Purple,A-long,L
물방울 벨트 원피스,3054,belted dotted dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot0.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot0.png,Summer,Cute,fairy tale; party; vacation,Light blue,Balloon,H
물방울 벨트 원피스,8866,belted dotted dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot1.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot1.png,Summer,Cute,fairy tale; party; vacation,Pink,Balloon,H
물방울 벨트 원피스,8867,belted dotted dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot2.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot2.png,Summer,Cute,fairy tale; party; vacation,Yellow,Balloon,H
물방울 벨트 원피스,8868,belted dotted dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot3.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot3.png,Summer,Cute,fairy tale; party; vacation,Green,Balloon,H
빈가타 의상,10908,bingata dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLBingata0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Yellow,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLBingata0.png,All Year,Elegant,theatrical,Yellow,Kimono,L
꽃무늬 원피스,3069,blossom dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower0.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower0.png,All Year,Cute,everyday; fairy tale,Pink,A-line,H
꽃무늬 원피스,8806,blossom dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower1.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower1.png,All Year,Cute,everyday; fairy tale,Blue,A-line,H
꽃무늬 원피스,8807,blossom dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower2.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower2.png,All Year,Cute,everyday; fairy tale,Yellow,A-line,H
꽃무늬 원피스,8808,blossom dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower3.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower3.png,All Year,Cute,everyday; fairy tale,Green,A-line,H
꽃무늬 원피스,8809,blossom dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower4.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower4.png,All Year,Cute,everyday; fairy tale,Purple,A-line,H
매화무늬 기모노,3572,blossoming kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLUme0.png,3220,805,Able Sisters,Available from Able Sisters shop only,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme0.png,All Year,Elegant,formal; party,Pink,Kimono,L
매화무늬 기모노,8980,blossoming kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLUme1.png,3220,805,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme1.png,All Year,Elegant,formal; party,Green tea,Kimono,L
털 후드 원피스,4604,boa parka,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore0.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore0.png,Winter,Simple,everyday; outdoorsy; comfy,Mint,Rib,L
털 후드 원피스,7981,boa parka,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore1.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore1.png,Winter,Simple,everyday; outdoorsy; comfy,Purple,Rib,L
털 후드 원피스,7982,boa parka,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore2.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore2.png,Winter,Simple,everyday; outdoorsy; comfy,Gray,Rib,L
털 후드 원피스,7983,boa parka,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore3.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore3.png,Winter,Simple,everyday; outdoorsy; comfy,Pink,Rib,L
보헤미안 원피스,4409,Bohemian tunic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian0.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian0.png,All Year,Elegant,everyday; comfy; vacation,Red,Box,L
보헤미안 원피스,8593,Bohemian tunic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian1.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian1.png,All Year,Elegant,everyday; comfy; vacation,Navy blue,Box,L
보헤미안 원피스,8594,Bohemian tunic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian2.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian2.png,All Year,Elegant,everyday; comfy; vacation,Green,Box,L
폴리네시안 원피스,8190,bold muumuu,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPolynesia0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPolynesia0.png,Summer,Active,comfy; vacation,Navy blue,A-line,N
폴리네시안 원피스,8604,bold muumuu,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPolynesia1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPolynesia1.png,Summer,Active,comfy; vacation,Pink,A-line,N
볼레로 코트,4334,bolero coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat0.png,2080,520,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat0.png,Winter,Cute,everyday; fairy tale; comfy,Pink,A-line,L
볼레로 코트,8441,bolero coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat1.png,2080,520,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat1.png,Winter,Cute,everyday; fairy tale; comfy,Yellow,A-line,L
볼레로 코트,8442,bolero coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat2.png,2080,520,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat2.png,Winter,Cute,everyday; fairy tale; comfy,Blue,A-line,L
볼레로 코트,8443,bolero coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat3.png,2080,520,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat3.png,Winter,Cute,everyday; fairy tale; comfy,Green,A-line,L
뼈다귀 의상,3609,bone costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBoneWhite.png,1280,320,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBoneWhite.png,All Year,Cool,fairy tale; goth,White,Overall,L
원피스 교복,3662,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,2300,575,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,All Year,Simple,everyday; formal,Navy blue,Box,L
원피스 교복,7572,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform1.png,2300,575,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform1.png,All Year,Simple,everyday; formal,Black,Box,L
원피스 교복,7573,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,2300,575,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,All Year,Simple,everyday; formal,Light blue,Box,L
원피스 교복,7574,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,2300,575,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,All Year,Simple,everyday; formal,Green,Box,L
원피스 교복,7575,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform4.png,2300,575,Able Sisters,Available from Able Sisters shop only,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform4.png,All Year,Simple,everyday; formal,Gray,Box,L
원피스 교복,7576,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform5.png,2300,575,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform5.png,All Year,Simple,everyday; formal,Red,Box,L
원피스 교복,7577,box-skirt uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,2300,575,Able Sisters,Available from Able Sisters shop only,Brown,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,All Year,Simple,everyday; formal,Brown,Box,L
토끼 의상,3146,bunny dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit0.png,1800,450,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit0.png,All Year,Cute,fairy tale; party,Pink,A-line,L
토끼 의상,9622,bunny dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit1.png,1800,450,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit1.png,All Year,Cute,fairy tale; party,Yellow,A-line,L
토끼 의상,9623,bunny dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit2.png,1800,450,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit2.png,All Year,Cute,fairy tale; party,White,A-line,L
나비무늬 나들이 기모노,6025,butterfly visiting kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly0.png,2660,665,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly0.png,All Year,Elegant,formal; party,Black,Kimono,L
나비무늬 나들이 기모노,9002,butterfly visiting kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly1.png,2660,665,Able Sisters,Available from Able Sisters shop only,Blue,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly1.png,All Year,Elegant,formal; party,Indigo blue,Kimono,L
나비무늬 나들이 기모노,9003,butterfly visiting kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly2.png,2660,665,Able Sisters,Available from Able Sisters shop only,Purple,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly2.png,All Year,Elegant,formal; party,Fuchsia,Kimono,L
순백 드레스,3336,cake dress,https://acnhcdn.com/1.2.0/FtrIcon/TopsTexOnepieceDressNWedding.png,20000,5000,Wedding Season,,White,White,Not for sale,No,1x1,https://acnhcdn.com/1.2.0/ClosetIcon/TopsTexOnepieceDressNWedding.png,All Year,Elegant,fairy tale; formal; party; theatrical,NA,Dress,N
앞여밈 원피스,4596,casual chic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur0.png,2400,600,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur0.png,Summer,Elegant,everyday; comfy; vacation,Yellow,A-long,H
앞여밈 원피스,8598,casual chic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur1.png,2400,600,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur1.png,Summer,Elegant,everyday; comfy; vacation,Light blue,A-long,H
앞여밈 원피스,8599,casual chic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur2.png,2400,600,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur2.png,Summer,Elegant,everyday; comfy; vacation,Pink,A-long,H
앞여밈 원피스,8600,casual chic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur3.png,2400,600,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur3.png,Summer,Elegant,everyday; comfy; vacation,Green,A-long,H
앞여밈 원피스,8601,casual chic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur4.png,2400,600,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur4.png,Summer,Elegant,everyday; comfy; vacation,Navy blue,A-long,H
앞여밈 원피스,8602,casual chic dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur5.png,2400,600,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur5.png,Summer,Elegant,everyday; comfy; vacation,Purple,A-long,H
일본 전통 남성용 겉옷,4342,casual kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi0.png,2000,500,Able Sisters,Available from Able Sisters shop only,Blue,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi0.png,All Year,Cool,everyday,Dark blue,Kimono,L
일본 전통 남성용 겉옷,9215,casual kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi1.png,2000,500,Able Sisters,Available from Able Sisters shop only,Light blue,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi1.png,All Year,Cool,everyday,Aqua,Kimono,L
일본 전통 남성용 겉옷,9216,casual kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi2.png,2000,500,Able Sisters,Available from Able Sisters shop only,Green,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi2.png,All Year,Cool,everyday,Green,Kimono,L
일본 전통 남성용 겉옷,9217,casual kimono,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi3.png,2000,500,Able Sisters,Available from Able Sisters shop only,Brown,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi3.png,All Year,Cool,everyday,Mustard,Kimono,L
고양이 의상,3167,cat dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat0.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat0.png,Winter,Cute,fairy tale; party; theatrical,Navy blue,A-line,L
고양이 의상,9624,cat dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat1.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat1.png,Winter,Cute,fairy tale; party; theatrical,Brown,A-line,L
고양이 의상,9625,cat dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat2.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat2.png,Winter,Cute,fairy tale; party; theatrical,White,A-line,L
애벌레 의상,4577,caterpillar costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar0.png,1700,425,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar0.png,All Year,Cute,fairy tale; party,Green,Rib,N
