Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot3.png,Green,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,fairy tale; party; vacation,For sale,Balloon,H
bingata dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLBingata0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLBingata0.png,Yellow,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,theatrical,For sale,Kimono,L
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower0.png,Pink,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower1.png,Blue,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower2.png,Yellow,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower3.png,Green,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower4.png,Purple,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
blossoming kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLUme0.png,Pink,No,3220,805,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Kimono,L
blossoming kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLUme1.png,Green tea,No,3220,805,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Kimono,L
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore0.png,Mint,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy; comfy,For sale,Rib,L
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore1.png,Purple,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy; comfy,For sale,Rib,L
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore2.png,Gray,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy; comfy,For sale,Rib,L
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore3.png,Pink,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy; comfy,For sale,Rib,L
Bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian0.png,Red,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; comfy; vacation,For sale,Box,L
Bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian1.png,Navy blue,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; comfy; vacation,For sale,Box,L
Bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian2.png,Green,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; comfy; vacation,For sale,Box,L
bold muumuu,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPolynesia0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPolynesia0.png,Navy blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Active,comfy; vacation,For sale,A-line,N
bold muumuu,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNPolynesia1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPolynesia1.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Active,comfy; vacation,For sale,A-line,N
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat0.png,Pink,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,A-line,L
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat1.png,Yellow,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,A-line,L
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat2.png,Blue,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,A-line,L
bolero coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBolerocoat3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBolerocoat3.png,Green,No,2080,520,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,A-line,L
bone costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBoneWhite.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBoneWhite.png,White,No,1280,320,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,Overall,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform0.png,Navy blue,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform1.png,Black,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform2.png,Light blue,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform3.png,Green,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform4.png,Gray,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform5.png,Red,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
box-skirt uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLJumperskirtuniform6.png,Brown,No,2300,575,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,Box,L
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit0.png,Pink,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,A-line,L
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit1.png,Yellow,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,A-line,L
bunny dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLRabbit2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLRabbit2.png,White,No,1800,450,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,A-line,L
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly0.png,Black,No,2660,665,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Kimono,L
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly1.png,Indigo blue,No,2660,665,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Kimono,L
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly2.png,Fuchsia,No,2660,665,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party,For sale,Kimono,L
cake dress,https://acnhcdn.com/1.2.0/ClosetIcon/TopsTexOnepieceDressNWedding.png,https://acnhcdn.com/1.2.0/FtrIcon/TopsTexOnepieceDressNWedding.png,NA,No,20000,5000,1x1,Wedding Season,,All Year,Elegant,fairy tale; formal; party; theatrical,Not for sale,Dress,N
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur0.png,Yellow,No,2400,600,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,A-long,H
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur1.png,Light blue,No,2400,600,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,A-long,H
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur2.png,Pink,No,2400,600,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,A-long,H
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur3.png,Green,No,2400,600,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,A-long,H
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur4.png,Navy blue,No,2400,600,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,A-long,H
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur5.png,Purple,No,2400,600,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,A-long,H
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi0.png,Dark blue,No,2000,500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,Kimono,L
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi1.png,Aqua,No,2000,500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,Kimono,L
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi2.png,Green,No,2000,500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,Kimono,L
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi3.png,Mustard,No,2000,500,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,Kimono,L
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat0.png,Navy blue,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; party; theatrical,For sale,A-line,L
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat1.png,Brown,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; party; theatrical,For sale,A-line,L
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat2.png,White,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,fairy tale; party; theatrical,For sale,A-line,L
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar0.png,Green,No,1700,425,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party,For sale,Rib,N
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar1.png,Yellow,No,1700,425,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party,For sale,Rib,N
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar2.png,Rainbow,No,1700,425,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party,For sale,Rib,N
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive0.png,Orange,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,For sale,Box,N
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive1.png,Yellow,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,For sale,Box,N
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive2.png,Gray,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,For sale,Box,N
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt0.png,Red,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,L
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt1.png,Green,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,L
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt2.png,Yellow,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,L
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt3.png,Beige,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday,For sale,A-line,L
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer0.png,Red,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer1.png,Purple,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer2.png,Blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer3.png,Berry red,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer4.png,Green,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer5.png,Pink,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer6.png,Light blue,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer7.png,Yellow,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; theatrical,For sale,A-line,N
