Name,Image,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Catalog,Internal ID
Villager's poster,https://acnhcdn.com/latest/FtrIcon/PosterVillager.png,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10741
Violet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor07.png,1000,250,Pink,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10499
Vivian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol08.png,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10603
Vladimir's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr06.png,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10362
Wade's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn09.png,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10614
Walker's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog06.png,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10330
Walt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr08.png,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10559
Wart Jr.'s poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg05.png,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10465
Weber's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk11.png,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10636
Wendell's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpWrl.png,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10434
Wendy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp09.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10381
Whitney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol03.png,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10377
Willow's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp07.png,1000,250,Blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10327
Winnie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs05.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10663
Wolfgang's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol02.png,1000,250,Black,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10472
Yuka's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal00.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10683
Zell's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer02.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10389
Zipper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPyn.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10522
Zucker's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOcp02.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10569
