Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog,Variant ID,Internal ID
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_4.png,Blue,NA,Paw print,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,4_4,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_0.png,White,NA,Bear,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,5_0,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_1.png,White,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,5_1,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_2.png,White,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,5_2,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_3.png,White,NA,Train,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,5_3,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_5_4.png,White,NA,Paw print,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,5_4,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_0.png,Black,NA,Bear,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,6_0,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_1.png,Black,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,6_1,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_2.png,Black,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,6_2,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_3.png,Black,NA,Train,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,6_3,3305
baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_6_4.png,Black,NA,Paw print,Cushion,No,No,Yes,1,1200,300,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,None,None,None,Yes,Chair,For sale,6_4,3305
bamboo basket,https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,1x1,Crafting,,zen-style,None,bamboo,None,No,Japanese Style,Not for sale,0_0,3658
bamboo basket,https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,1x1,Crafting,,zen-style,None,bamboo,None,No,Japanese Style,Not for sale,1_0,3658
bamboo basket,https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,1x1,Crafting,,zen-style,None,bamboo,None,No,Japanese Style,Not for sale,2_0,3658
bamboo bench,https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,2x1,Crafting,,zen-style,None,bamboo,None,Yes,Sofa,Not for sale,0_0,710
bamboo bench,https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,2x1,Crafting,,zen-style,None,bamboo,None,Yes,Sofa,Not for sale,1_0,710
bamboo bench,https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,2x1,Crafting,,zen-style,None,bamboo,None,Yes,Sofa,Not for sale,2_0,710
bamboo doll,https://acnhcdn.com/latest/FtrIcon/FtrBambooSurprisedbox.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Toy,Not for sale,NA,3555
bamboo floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Lamp,Not for sale,0_0,3557
bamboo floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Lamp,Not for sale,1_0,3557
bamboo floor lamp,https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Lamp,Not for sale,2_0,3557
bamboo noodle slide,https://acnhcdn.com/latest/FtrIcon/FtrBambooSomen.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,3160,3x1,Crafting,,zen-style,None,bamboo,None,Yes,Japanese Style,Not for sale,NA,5979
bamboo partition,https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,2x0.5,Crafting,,zen-style,None,bamboo,None,No,Screen,Not for sale,0_0,3553
bamboo partition,https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,2x0.5,Crafting,,zen-style,None,bamboo,None,No,Screen,Not for sale,1_0,3553
bamboo partition,https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,2x0.5,Crafting,,zen-style,None,bamboo,None,No,Screen,Not for sale,2_0,3553
bamboo shelf,https://acnhcdn.com/latest/FtrIcon/FtrBambooShelf_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,2x1,Crafting,,zen-style,None,bamboo,None,No,Shelf,Not for sale,0_0,3551
bamboo shelf,https://acnhcdn.com/latest/FtrIcon/FtrBambooShelf_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,2x1,Crafting,,zen-style,None,bamboo,None,No,Shelf,Not for sale,1_0,3551
bamboo shelf,https://acnhcdn.com/latest/FtrIcon/FtrBambooShelf_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,2x1,Crafting,,zen-style,None,bamboo,None,No,Shelf,Not for sale,2_0,3551
bamboo speaker,https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1230,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Audio,Not for sale,0_0,10743
bamboo speaker,https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1230,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Audio,Not for sale,1_0,10743
bamboo speaker,https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1230,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Audio,Not for sale,2_0,10743
bamboo stool,https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Chair,Not for sale,0_0,10742
bamboo stool,https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Chair,Not for sale,1_0,10742
bamboo stool,https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,zen-style,None,bamboo,None,Yes,Chair,Not for sale,2_0,10742
bamboo stopblock,https://acnhcdn.com/latest/FtrIcon/FtrBambooCarstop_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,1x0.5,Crafting,,zen-style,None,bamboo,None,No,Vehicle,Not for sale,0_0,3556
bamboo stopblock,https://acnhcdn.com/latest/FtrIcon/FtrBambooCarstop_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,1x0.5,Crafting,,zen-style,None,bamboo,None,No,Vehicle,Not for sale,1_0,3556
bamboo stopblock,https://acnhcdn.com/latest/FtrIcon/FtrBambooCarstop_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,1x0.5,Crafting,,zen-style,None,bamboo,None,No,Vehicle,Not for sale,2_0,3556
barbecue,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,2500,625,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Outdoors Decor,For sale,0_0,330
barbecue,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_1_0.png,Yellow,NA,NA,NA,No,No,No,NA,2500,625,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Outdoors Decor,For sale,1_0,330
barbecue,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,2500,625,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Outdoors Decor,For sale,2_0,330
barbecue,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_3_0.png,White,NA,NA,NA,No,No,No,NA,2500,625,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Outdoors Decor,For sale,3_0,330
barbecue,https://acnhcdn.com/latest/FtrIcon/FtrBarbecuegrill_Remake_4_0.png,Black,NA,NA,NA,No,No,No,NA,2500,625,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,Outdoors Decor,For sale,4_0,330
barbell,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_0_0.png,Black,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,2x1,Crafting,,fitness,None,None,None,No,Sports,Not for sale,0_0,4078
barbell,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_1_0.png,White,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,2x1,Crafting,,fitness,None,None,None,No,Sports,Not for sale,1_0,4078
barbell,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_2_0.png,Red,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,2x1,Crafting,,fitness,None,None,None,No,Sports,Not for sale,2_0,4078
barbell,https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_3_0.png,Colorful,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,2x1,Crafting,,fitness,None,None,None,No,Sports,Not for sale,3_0,4078
barrel,https://acnhcdn.com/latest/FtrIcon/FtrPirateBarrel.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2100,1x1,Crafting,,garage,None,None,None,No,Ranch,Not for sale,NA,1266
basic teacher's desk,https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_0_0.png,Standard,NA,NA,NA,No,No,No,NA,2000,500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,Desk,For sale,0_0,1330
basic teacher's desk,https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_1_0.png,Wooden,NA,NA,NA,No,No,No,NA,2000,500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,Desk,For sale,1_0,1330
basic teacher's desk,https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_2_0.png,Monotone,NA,NA,NA,No,No,No,NA,2000,500,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",school,None,None,None,No,Desk,For sale,2_0,1330
basketball hoop,https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_0_0.png,Blue,NA,NA,NA,No,No,No,NA,11000,2750,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,school,None,None,No,Sports,For sale,0_0,4226
basketball hoop,https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,11000,2750,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,school,None,None,No,Sports,For sale,1_0,4226
basketball hoop,https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,11000,2750,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,school,None,None,No,Sports,For sale,2_0,4226
bathroom sink,https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3300,825,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,bathroom,None,None,None,Yes,Bathroom Things,For sale,0_0,1229
bathroom sink,https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,3300,825,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,bathroom,None,None,None,Yes,Bathroom Things,For sale,1_0,1229
bathroom sink,https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_2_0.png,Beige,NA,NA,NA,No,No,No,NA,3300,825,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,bathroom,None,None,None,Yes,Bathroom Things,For sale,2_0,1229
beach chair,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,920,230,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Yes,Bed,For sale,0_0,664
beach chair,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,920,230,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Yes,Bed,For sale,1_0,664
beach chair,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,920,230,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Yes,Bed,For sale,2_0,664
beach chair,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_3_0.png,Orange,NA,NA,NA,No,No,No,NA,920,230,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Yes,Bed,For sale,3_0,664
beach chair,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,920,230,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Yes,Bed,For sale,4_0,664
beach chair,https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,920,230,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,ocean,None,None,None,Yes,Bed,For sale,5_0,664
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png,NA,NA,Cyan zigzags,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_0,3468
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_1.png,NA,NA,Red stripes,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_1,3468
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_2.png,NA,NA,Colorful,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_2,3468
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_3.png,NA,NA,Shells,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_3,3468
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_4.png,NA,NA,Blue,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_4,3468
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_5.png,NA,NA,Yellow,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_5,3468
beach towel,https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_6.png,NA,NA,White,Towel,No,No,Yes,1,380,95,2x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Bed,For sale,0_6,3468
beekeeper's hive,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,1x1,Crafting,,garden,None,None,None,No,Ranch,Not for sale,0_0,3406
beekeeper's hive,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_1_0.png,White,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,1x1,Crafting,,garden,None,None,None,No,Ranch,Not for sale,1_0,3406
beekeeper's hive,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_2_0.png,Red,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,1x1,Crafting,,garden,None,None,None,No,Ranch,Not for sale,2_0,3406
beekeeper's hive,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_3_0.png,Blue,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,1x1,Crafting,,garden,None,None,None,No,Ranch,Not for sale,3_0,3406
beekeeper's hive,https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_4_0.png,Yellow,Paint color,NA,NA,Yes,Yes,No,4,NFS,2400,1x1,Crafting,,garden,None,None,None,No,Ranch,Not for sale,4_0,3406
bidet,https://acnhcdn.com/latest/FtrIcon/FtrWCBidet.png,NA,NA,NA,NA,No,No,No,NA,1800,450,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",bathroom,None,None,None,Yes,Bathroom Things,For sale,NA,4098
big festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_0_0.png,Colorful,Design,NA,NA,Yes,Yes,No,5,NFS,3200,2x2,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,0_0,3966
big festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_1_0.png,Blue,Design,NA,NA,Yes,Yes,No,5,NFS,3200,2x2,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,1_0,3966
big festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_2_0.png,Red,Design,NA,NA,Yes,Yes,No,5,NFS,3200,2x2,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,2_0,3966
big festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_3_0.png,Pink,Design,NA,NA,Yes,Yes,No,5,NFS,3200,2x2,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,3_0,3966
big festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_4_0.png,Gold,Design,NA,NA,Yes,Yes,No,5,NFS,3200,2x2,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,4_0,3966
big festive tree,https://acnhcdn.com/latest/FtrIcon/FtrTreeXmasL_Remake_5_0.png,White,Design,NA,NA,Yes,Yes,No,5,NFS,3200,2x2,Crafting,,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,5_0,3966
billiard table,https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_0_0.png,Green,NA,NA,NA,No,No,No,NA,77000,19250,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,facility,None,None,No,Sports,For sale,0_0,863
billiard table,https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,77000,19250,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,facility,None,None,No,Sports,For sale,1_0,863
billiard table,https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,77000,19250,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,facility,None,None,No,Sports,For sale,2_0,863
birdbath,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png,Natural,Body color,NA,NA,Yes,Yes,No,2,NFS,900,1x1,Crafting,,garden,None,None,None,No,Garden,Not for sale,0_0,331
birdbath,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_1_0.png,Red,Body color,NA,NA,Yes,Yes,No,2,NFS,900,1x1,Crafting,,garden,None,None,None,No,Garden,Not for sale,1_0,331
birdbath,https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_2_0.png,White,Body color,NA,NA,Yes,Yes,No,2,NFS,900,1x1,Crafting,,garden,None,None,None,No,Garden,Not for sale,2_0,331
